census_tract,ces_30_score,ozone,pm25,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,poverty,unemployment,housing_burden,hispanic,white,african_american,native_american,asian_american,other,pct_nonwhite
6097153703,11.2659588158556,0.032532389,7.13616874,0.685569349,588.730379781374,5.672618483,23.22196649,228.09,0.0,12.0,0.0,6,4.5,3.43055374372138,31.7,0.88,3.44,5.3,40.5,14.3,34.1,7.7,85.8,0.4,0.8,1.4,4.0,14.3
6061021109,11.2558095450199,0.053108966,7.85958451,8.790381887,72.2191916082903,0.037635665,21.83451863,1280.4,0.2,3.75,0.125,0,2.5,3.75109551828336,44.67,4.26,7.1,3.59999999999999,12.4,8.1,12.4,8.3,78.3,1.7,0.5,7.8,3.4,21.7
6073013601,11.2543736866425,0.044311971,11.21,8.901187039,314.137802916858,0.0,124.2813352,629.59,0.0,2.0,0.0,0,0.0,2.89870112174914,44.91,4.88,5.14,10.3,27.7,9.5,17.0,20.8,63.2,7.4,0.4,3.8,4.4,36.8
6073009103,11.24619550101,0.042298794,10.37,14.99,228.067595137786,0.0,152.4887479,1578.26,0.0,13.2,0.0,10,0.1,4.32413942003022,28.83,3.54,5.51,3.7,24.5,10.4,14.1,11.7,78.6,1.4,0.1,4.9,3.4,21.5
6059099244,11.2457770598871,0.044311971,10.79,9.11905161,238.497243647977,0.0,6303.589154,518.21,0.2,6.5,0.0,0,6.0,4.07363224536737,29.26,5.36,5.74,3.0,14.4,2.4,19.3,7.3,82.9,0.6,0.2,6.7,2.2,17.0
6085506701,11.2410750644306,0.037784754,10.37,21.54241222,479.227885783645,0.39734632,129.3320551,1160.64,0.0,4.0,0.0,1,0.0,4.15658871688831,24.67,6.79,5.91,3.5,5.5,5.1,8.2,12.1,58.9,2.1,0.2,22.8,4.0,41.2
6085507807,11.2298064392795,0.035257981,10.37,8.57289825,550.806904658594,0.0,427.2537754,1041.35,27.75,22.5,0.135,0,0.0,4.92126874461089,10.61,5.1,5.17,1.90000000000001,7.1,5.2,10.9,2.1,18.6,0.2,0.3,76.0,2.8,81.39999999999999
6085506101,11.226706839127,0.035257981,10.37,23.371557,179.526765722257,0.0,209.4599101,819.57,6.55,9.6,0.07,2,0.0,4.205129003332,25.15,3.23,6.84,4.3,13.0,10.2,12.2,14.5,52.5,1.6,0.2,27.0,4.1,47.4
6055200706,11.2256033436421,0.035257981,7.85958451,11.34608005,594.021616606155,53.04795293,777.1154453,208.15,0.0,0.0,0.0,0,0.0,3.12505968511756,43.97,5.73,7.29,10.3,15.3,4.3,7.0,22.1,70.7,0.8,0.7,3.2,2.6,29.400000000000002
6073020024,11.2247180058133,0.047908481,10.37,16.4,230.75485619327,0.0,38.27379579,330.83,1.75,1.5,0.01,4,0.0,3.29321397240247,19.18,5.33,4.85,11.7,22.6,7.0,16.2,36.4,55.4,1.6,0.4,4.6,1.7,44.7
6075035202,11.2203381491541,0.029592333,7.85958451,35.00988552,171.200840732988,0.0,200.6775766,342.3,3.0,0.0,0.0,10,0.0,3.07862310283443,24.56,4.58,5.77,14.7,28.3,3.2,18.3,8.8,43.6,1.7,0.3,42.2,3.4,56.4
6073018802,11.2183902926183,0.047908481,7.85958451,5.34861994,223.852316831187,2.350127114,53.6879612,808.86,0.0,25.75,0.0,6,0.0,3.92276496224755,29.58,3.95,6.25,4.40000000000001,20.3,10.1,11.9,12.6,81.4,0.7,0.3,3.0,2.0,18.6
6055201700,11.2127246079821,0.035257981,6.47894731,1.393363704,741.400691463227,10.60591914,57.59275762,142.25,0.0,0.3,0.1,5,13.0,3.90731474612769,25.9,5.56,4.67,9.2,27.2,6.2,6.6,17.8,68.0,2.9,0.4,7.5,3.4,31.999999999999996
6059021921,11.203975687343,0.051242641,11.63,11.19,291.125378738392,0.0,10257.95578,1497.72,0.0,0.0,0.0,1,0.0,4.56794752566225,21.17,6.25,6.93,2.2,6.7,4.0,9.0,11.7,62.5,1.3,0.2,21.2,3.0,37.4
6075047702,11.202197490163,0.029592333,7.85958451,39.92,171.200840732988,0.0,222.5521183,689.25,1.0,0.0,0.0,10,0.0,3.42291679526357,23.94,4.07,5.57,11.2,22.4,5.3,17.0,4.8,38.2,1.6,0.2,51.4,3.7,61.7
6037194300,11.2017873611456,0.049512456,12.05,9.688913046,769.811072159991,0.0,1469.541496,1293.73,4.4,3.5,0.125,0,0.0,5.67150964766949,12.38,4.47,3.04,3.3,15.2,10.4,13.4,5.3,85.9,2.1,0.1,3.9,2.7,14.100000000000001
6059052526,11.196274522277,0.047908481,9.53630303,22.55359302,376.928304928461,0.0,14374.00307,1659.31,0.0,0.0,0.0,0,0.0,4.60083558909749,25.39,3.59,5.81,8.5,13.2,7.3,12.9,13.5,42.8,1.7,0.2,37.9,4.0,57.3
6085512031,11.1642262856384,0.037784754,10.37,8.08301835,706.932828624067,0.0,57.70047096,344.36,0.0,1.5,0.05,0,0.0,2.82551132171369,36.57,6.43,6.3,6.3,10.5,7.9,12.0,26.2,52.5,2.0,0.6,14.3,4.5,47.6
6037137302,11.1625384486525,0.055122143,10.37,3.485353681,614.623451807081,0.093891309,368.3687656,727.73,0.0,0.75,0.0,0,0.0,3.83735394345756,33.41,5.2,6.91,2.0,11.2,6.6,8.7,7.7,78.5,1.8,0.0,7.8,4.1,21.4
6041106002,11.1623576721971,0.029592333,7.44040487,7.102125523,215.143923833826,0.0,307.7155757,1135.2,0.0,2.1,0.01,12,2.5,3.41479863072241,36.4,4.37,5.28,8.59999999999999,21.9,4.0,21.6,20.3,66.5,2.6,0.3,7.2,3.1,33.5
6037620800,11.1623307246819,0.044311971,12.05,15.25956782,142.507015504506,0.0,4672.498167,758.77,6.5,1.6,0.45,5,0.0,5.18685928713859,15.14,5.87,4.45,4.7,9.3,5.0,10.6,8.0,69.7,1.1,0.2,15.6,5.5,30.4
6065043265,11.1584249700694,0.057293727,5.34450672,8.344906048,887.917846842577,4.301984806,72.43181973,332.96,0.0,0.0,0.0,10,0.0,4.14852551740553,26.11,3.9,9.79,4.40000000000001,12.8,5.9,9.3,19.8,64.9,2.2,0.6,8.1,4.5,35.2
6067008125,11.1509395020666,0.053108966,7.85958451,8.109092271,349.179574515404,0.0,31.20346493,609.86,0.0,3.75,0.0,0,0.0,2.65323728233561,53.3,3.16,8.57,4.7,32.4,11.9,18.7,12.7,79.5,1.3,0.5,2.9,3.0,20.4
6083000200,11.1211576904287,0.04012721,4.50614746,8.096017846,509.999606996449,20.8093206,0.012485377,1134.03,0.0,49.5,0.15,4,0.2,4.51397501531407,24.66,2.92,4.63,6.09999999999999,19.3,3.4,24.6,22.1,69.8,1.2,0.2,4.0,2.7,30.2
6037620522,11.1066301276936,0.044311971,12.05,20.89,236.442996890214,0.0,6181.850738,682.16,4.0,0.0,0.025,0,0.0,4.48456423944079,24.33,3.09,5.05,7.09999999999999,17.3,10.7,12.4,15.9,60.6,3.0,0.3,15.2,5.1,39.5
6045011400,11.094511860942,0.037784754,4.50614746,4.437017093,171.590719385029,3.254585631,0.071016412,309.4,9.0,18.75,0.025,3,2.0,3.26921954884763,81.53,2.53,6.39,7.3,26.2,7.6,8.8,13.8,78.3,0.8,1.7,2.7,2.8,21.8
6037650501,11.0929086594012,0.044311971,12.05,16.10031591,237.220721825921,0.0,35232.83295,750.76,14.1,10.0,0.12,0,0.4,5.58626980555766,26.92,2.96,6.09,7.2,13.7,7.1,7.4,13.2,57.9,0.8,0.3,24.4,3.5,42.2
6073013411,11.0888623956562,0.04012721,11.63,8.213259128,317.984289853847,0.0,380.5813379,617.45,0.0,0.0,0.0,6,0.5,3.52487374689569,26.12,5.26,5.4,7.7,12.9,7.7,12.6,40.6,40.8,2.4,0.2,13.2,2.8,59.2
6085508304,11.0842855193582,0.035257981,10.37,25.58,382.896621183792,0.0,298.7875897,625.45,0.0,15.0,0.11,0,0.0,4.09191357053009,14.26,3.17,5.03,5.2,23.3,7.9,18.6,12.3,32.2,2.7,0.1,49.1,3.6,67.8
6013355110,11.0842398326003,0.042298794,7.85958451,13.92543223,82.1833817084466,0.0,261.0365894,408.25,0.0,0.0,0.0,0,0.0,1.8894344478617,119.04,4.85,12.27,14.0,17.4,14.5,9.2,25.4,31.0,22.2,0.4,15.4,5.5,68.89999999999999
6081611000,11.0804189052904,0.032532389,9.53630303,14.98992997,98.2700017816109,17.51132813,145.6832376,327.16,0.0,20.0,0.0,0,0.0,3.08454402199261,51.35,4.74,5.45,11.8,16.4,5.2,17.3,33.5,52.8,1.5,0.2,8.2,3.8,47.2
6073009202,11.0686144129123,0.042298794,9.95548266,32.17826134,228.067595137786,0.0,167.2431414,1609.82,1.75,4.6,0.135,7,2.1,5.40538998115738,28.89,3.2,4.28,10.2,18.8,4.3,14.5,15.6,63.3,4.3,0.4,12.4,4.1,36.8
6067004011,11.0594898372162,0.047908481,8.69794377,12.11942345,80.0144489989805,0.0,42.08369822,250.47,0.0,0.0,0.0,10,0.0,2.57063278873381,49.96,9.14,7.33,3.2,8.9,3.2,11.2,10.1,32.1,11.2,0.1,40.7,5.8,67.9
6085502500,11.0537405326976,0.037784754,10.37,31.16361614,479.227885783645,0.0,113.938612,527.57,11.15,2.5,0.125,3,0.2,4.68274191724167,36.04,4.61,5.97,7.7,9.7,4.7,6.4,17.6,70.7,1.3,0.3,6.5,3.7,29.400000000000002
6059032035,11.0464008488368,0.049512456,8.69794377,6.325343527,204.133309633592,0.0,2897.009013,351.04,9.0,2.0,0.0,4,0.0,3.55844350166569,24.23,4.88,7.53,4.90000000000001,11.2,5.3,16.2,8.9,80.4,1.1,0.1,6.0,3.4,19.5
6065043257,11.0410923584701,0.057293727,5.76368635,1.54741843,971.536252860473,0.480729727,38.03704775,261.59,0.0,0.0,0.0,5,6.0,4.01218808198485,23.75,4.73,8.5,7.2,9.6,5.1,8.8,19.1,56.1,3.6,3.8,12.9,4.6,44.00000000000001
6037800324,11.0358607942445,0.051242641,9.53630303,12.17205748,225.785191074483,0.019002004,105.3079341,1533.65,2.25,9.75,0.25,13,0.25,5.34967144562597,19.43,4.46,6.36,2.8,9.0,6.9,14.7,7.6,79.3,1.4,0.2,8.8,2.8,20.8
6037570002,11.0331122798664,0.044311971,11.63,21.73,280.90873664697,0.093858576,6443.080181,533.6,0.0,3.0,0.0,0,0.0,4.24393368712749,44.1,3.03,7.31,12.3,18.0,4.9,6.5,30.3,48.6,5.4,0.5,10.6,4.6,51.400000000000006
6013307101,11.0321856828571,0.04012721,7.85958451,9.511453038,82.1833817084466,0.0,370.1362708,383.49,0.0,1.0,0.1,0,0.0,2.0740849378232,178.9,3.58,13.85,11.1,36.1,5.2,15.9,28.2,52.6,9.8,0.5,5.9,3.1,47.5
6059062636,11.0129713074269,0.047908481,8.69794377,16.91766348,228.51564055448,0.0,2425.769072,769.12,0.0,0.0,0.135,5,0.2,4.35248059865493,22.13,3.8,5.54,3.2,13.5,7.7,20.5,17.5,57.5,2.8,0.2,16.4,5.7,42.6
6073017034,10.9984130754202,0.044311971,10.37,15.91441489,228.067595137786,0.0,21.05700772,1908.35,0.0,7.5,0.06,0,0.0,3.6845228439982,16.04,6.29,3.65,3.09999999999999,11.4,10.1,13.9,13.0,60.0,3.1,0.4,18.7,4.9,40.1
6073021205,10.9972360950394,0.057293727,11.63,3.10777126,316.871781426614,0.0,73.37481988,491.09,1.0,0.5,0.1,0,0.2,3.49080541272657,32.06,2.88,6.62,12.1,29.1,6.9,21.9,17.7,74.3,1.4,1.4,2.6,2.6,25.7
6037800325,10.966846926227,0.051242641,9.53630303,9.290666818,343.378266951714,0.0,116.9794228,742.51,4.5,41.5,0.0,8,0.0,4.66345248408481,16.39,4.35,6.83,1.59999999999999,15.5,7.2,16.8,6.2,86.3,1.3,0.2,3.7,2.3,13.7
6007000401,10.9650705156644,0.047908481,9.53630303,10.7357951,675.104580165385,111.6146427,8.379239879,137.41,9.5,0.0,0.0,1,0.5,4.30802092743169,32.39,2.76,7.28,5.0,39.0,4.1,7.7,19.9,71.0,1.7,1.4,3.0,3.0,28.999999999999996
6073017037,10.9616169978009,0.044311971,9.53630303,12.57795685,228.067595137786,0.0,25.47443214,1401.42,0.0,1.5,0.035,5,0.0,3.43026538256904,21.54,6.16,4.64,2.90000000000001,20.1,8.7,9.4,11.0,53.9,2.3,0.1,27.5,5.2,46.1
6089011803,10.9590121766957,0.042298794,5.76368635,1.801583938,343.913759735045,0.0,98.14950572,229.29,0.0,3.0,0.1,1,0.0,1.95506379580698,51.96,4.73,8.4,9.59999999999999,48.5,19.6,17.8,6.6,86.3,0.4,3.1,0.5,3.1,13.7
6013338102,10.9561498255567,0.037784754,7.85958451,14.66867423,76.7877282440286,0.0,792.9332643,890.74,0.9,19.75,0.01,1,0.0,3.33715791240979,45.53,3.17,6.28,3.2,13.1,11.3,17.9,15.9,65.2,1.5,0.3,11.8,5.3,34.8
6037577400,10.9517714534898,0.042298794,11.21,13.12999946,220.006674130615,0.0,8671.128974,582.96,0.0,0.0,0.0,10,0.0,4.07161599642018,28.26,3.65,7.63,4.5,18.7,4.9,18.5,13.9,76.4,1.9,0.2,4.9,2.8,23.7
6079011102,10.9471501517199,0.035257981,7.62413614,7.723887986,135.162513191223,0.172751725,9.964803849,698.1,33.0,60.6,0.025,5,0.2,3.85549094995869,30.83,3.87,5.55,3.8,41.0,3.1,20.6,15.7,76.8,0.9,0.5,3.3,2.7,23.099999999999998
6075015600,10.944481322723,0.029592333,8.69794377,67.68,171.200840732988,0.0,219.801656,454.08,0.0,11.5,0.41,0,0.0,3.54703669370804,22.64,3.45,4.58,9.40000000000001,23.5,6.2,22.6,7.1,54.9,2.2,0.1,30.0,5.7,45.1
6001443322,10.9400786356959,0.035257981,9.53630303,36.37,83.5320005034331,0.0,210.0505772,1543.9,23.1,18.0,0.795,0,0.0,5.20021317766529,20.59,3.69,6.4,6.40000000000001,6.2,4.0,5.7,8.1,27.6,1.5,0.4,58.3,4.1,72.39999999999999
6075010400,10.9378168512256,0.029592333,8.69794377,124.7,171.200840732988,0.0,264.8835817,578.36,8.5,8.5,0.545,11,0.0,4.9159978505646,34.19,1.81,3.96,3.0,15.7,7.0,18.3,5.3,63.0,1.0,0.0,27.9,2.8,36.99999999999999
6001400400,10.9126337455439,0.029592333,8.69794377,42.19,70.5995828962491,0.0,444.9574376,1153.54,0.0,38.75,0.0,0,0.0,3.76228622213669,60.86,3.98,4.89,6.09999999999999,16.8,3.3,15.3,9.0,65.5,12.1,0.1,7.5,5.9,34.6
6097150202,10.9122576302154,0.035257981,7.02122524,2.772863948,762.066800153724,7.7313284,679.1981274,487.64,0.0,10.0,0.0,3,1.0,4.115000076707,25.14,3.5,7.02,3.3,25.2,7.7,18.4,17.3,77.2,0.5,0.5,2.6,1.9,22.8
6017031301,10.9108246712798,0.057293727,6.70169341,3.738601473,145.87170505089,16.93799652,1.501395882,254.08,0.0,10.0,0.0,2,3.0,3.36208476193929,43.61,2.04,7.62,6.2,18.8,16.0,9.0,10.4,85.3,0.2,0.7,1.0,2.4,14.7
6071002021,10.8859780597643,0.064888548,12.47,16.24659042,587.430311253238,0.0,2461.022748,1217.87,0.0,0.0,0.0,0,0.0,5.15927207385172,19.6,3.29,6.09,6.3,9.8,10.1,5.4,27.0,50.8,7.7,0.2,11.0,3.3,49.2
6073008345,10.8827588536345,0.044311971,9.53630303,23.3,228.067595137786,24.64795542,116.4509508,1732.89,0.0,2.0,0.15,2,10.0,5.69591969919623,16.55,3.31,4.03,2.59999999999999,19.4,5.4,20.7,10.3,73.6,1.6,0.1,11.7,2.6,26.3
6073017039,10.8815025586712,0.044311971,9.95548266,16.79140108,320.718439886647,0.0,26.59086558,1577.72,7.0,1.5,0.225,5,0.0,4.60386783529423,15.86,6.11,5.01,1.59999999999999,11.3,5.4,5.8,9.1,54.9,1.7,0.1,30.1,4.1,45.1
6097151700,10.8796011951666,0.029592333,6.18286598,13.16865798,327.905072618006,0.103161954,73.70471732,633.29,0.0,60.5,0.0,4,0.0,3.25913651479071,38.48,3.85,5.55,7.0,28.4,9.6,12.6,18.0,71.5,1.8,0.8,4.3,3.5,28.400000000000002
6073013905,10.8583360409995,0.042298794,11.63,4.479901745,337.722639997247,0.0,152.1445308,536.56,1.75,0.0,0.0,1,0.0,2.8395835410259,71.01,2.43,7.2,10.0,20.4,12.1,9.6,31.8,39.1,15.4,0.1,8.7,4.9,60.9
6055201300,10.8484877878289,0.035257981,8.27876414,7.804653667,404.24370398502,47.05620805,507.1723198,706.03,0.0,4.0,0.0,3,2.0,4.17894716974953,20.91,4.94,4.26,9.40000000000001,21.4,6.7,13.6,9.9,84.0,1.2,0.6,1.6,2.6,15.899999999999999
6001423601,10.8134053971427,0.029592333,8.69794377,42.19,70.5995828962491,0.0,475.4348576,671.54,0.0,22.8,0.0,0,0.0,3.3686445663149,28.81,4.27,4.37,2.90000000000001,30.9,8.1,25.1,7.7,69.3,3.2,0.2,14.5,5.0,30.6
6059075814,10.8097912153897,0.049512456,11.21,4.543147137,558.207255483246,0.24085432,19187.34657,391.4,0.0,0.2,0.0,0,2.2,4.5054285837552,21.18,2.87,4.85,6.5,13.6,10.0,17.5,10.2,59.5,0.8,0.2,26.8,2.6,40.6
6085509302,10.8002678982486,0.035257981,9.53630303,23.86,386.89483312412,0.0,214.963695,499.02,36.45,30.15,0.095,4,0.0,4.9155506264073,19.73,3.63,6.24,4.0,11.0,8.4,6.5,13.0,59.4,2.0,0.3,20.7,4.5,40.5
6037920303,10.7925032451221,0.057293727,9.95548266,5.00313179,749.796620511542,0.0,80.9710474,1736.26,6.0,10.0,0.01,13,4.0,6.14635829866832,27.74,2.97,5.73,2.09999999999999,18.0,3.5,15.2,16.9,55.5,3.9,0.5,18.9,4.3,44.49999999999999
6059099404,10.7924151383789,0.044311971,11.21,7.543442136,238.497243647977,0.0,9319.244254,686.21,8.2,4.7,0.0,1,1.0,4.53246360739961,27.77,3.95,6.2,3.3,15.2,10.6,10.3,10.5,75.3,1.2,0.4,8.4,4.2,24.7
6073017603,10.7914286437894,0.042298794,10.37,8.559098547,197.932713129112,29.24729852,43.06867533,2488.19,0.0,36.3,0.0,4,0.2,4.74092958134019,18.52,3.77,5.02,6.7,21.7,7.5,16.6,22.1,72.1,0.5,0.3,2.4,2.6,27.900000000000002
6075032801,10.7849291360899,0.029592333,8.27876414,39.64,171.200840732988,0.0,198.8241362,1778.41,0.0,0.0,0.0,0,0.0,3.01854177609167,25.91,4.36,5.94,16.9,23.4,4.5,16.4,5.9,30.1,0.9,0.1,60.4,2.7,70.0
6073017009,10.7846225610126,0.046178296,10.37,5.694613817,266.738744521312,0.0,27.47066238,438.97,1.0,33.5,0.0,2,2.0,3.68364662751201,24.35,3.75,6.53,12.4,17.5,7.3,11.5,20.3,66.8,1.3,0.4,8.0,3.3,33.3
6067007904,10.7828674621955,0.051242641,9.1171234,10.63357825,611.01267798161,0.0,48.25401463,817.81,4.0,0.0,0.0,0,0.0,3.53927173713887,42.0,4.58,6.67,5.5,19.1,6.4,8.5,10.5,79.7,1.5,0.6,3.3,4.4,20.299999999999997
6095253201,10.7803774524445,0.042298794,7.85958451,4.649016493,543.893783855571,10.12484166,428.2744125,147.39,1.0,0.3,0.0,2,0.0,3.09730124604626,76.48,3.04,9.47,3.90000000000001,9.5,8.2,7.1,12.3,79.4,2.2,0.3,2.0,3.7,20.5
6059021816,10.7769630049214,0.051242641,11.63,23.5106505,384.048838506522,2.666706844,10858.54762,550.71,2.95,0.0,0.06,0,0.0,5.5250262120884,22.43,3.82,6.6,1.40000000000001,13.8,8.4,9.7,15.4,74.0,0.8,0.2,7.2,2.4,25.999999999999996
6073013605,10.7732222035897,0.046178296,11.21,7.401438227,363.016516637936,1.419190319,135.6646795,759.65,0.0,0.0,0.0,0,0.0,3.54663224070274,28.73,5.98,4.79,4.3,18.7,6.9,13.0,14.2,75.8,2.6,0.5,3.8,3.1,24.200000000000003
6073009502,10.7698567403347,0.044311971,9.53630303,13.58870202,228.067595137786,0.0,125.2634784,1352.35,12.0,21.75,0.125,0,0.0,4.53418238960495,28.68,3.77,5.29,3.90000000000001,15.5,6.4,18.7,13.0,62.8,4.5,0.3,14.3,5.1,37.2
6073016612,10.7551319883839,0.044311971,10.37,7.07721117,349.99551584073,0.0,74.06783142,395.27,0.0,2.5,0.21,7,1.5,3.80125811263603,38.77,4.03,7.97,2.90000000000001,14.4,3.9,13.2,13.9,76.9,1.3,0.8,3.3,3.8,23.1
6081605000,10.7382714548068,0.029592333,9.1171234,16.99767723,651.210978276507,0.0,126.3655481,806.92,4.5,22.55,0.2,9,0.0,5.05261820548412,22.41,3.39,3.75,6.5,19.2,4.0,15.5,8.3,52.7,0.7,0.0,35.0,3.2,47.2
6073017702,10.7326820042769,0.042298794,10.37,8.038795495,228.47990014836,37.61395903,42.91141606,565.89,0.0,13.5,0.0,4,0.0,3.85227500269147,18.52,4.08,5.02,3.5,22.6,9.5,25.1,11.2,83.9,0.1,0.3,1.9,2.7,16.2
6073008364,10.7314609336606,0.042298794,9.53630303,19.59,228.067595137786,0.0,101.3909164,2559.39,1.0,0.0,0.25,2,0.0,4.16566881275025,14.33,3.34,4.11,0.700000000000003,31.7,3.7,33.3,11.5,54.4,1.4,0.2,28.2,4.3,45.599999999999994
6041109001,10.7267688441787,0.029592333,7.02122524,11.73878051,215.143923833826,0.0,328.7346772,1765.67,7.2,26.5,0.0,1,0.3,3.64936053870548,31.68,4.03,5.19,7.2,23.2,2.6,17.2,31.1,58.7,2.0,0.2,4.6,3.5,41.400000000000006
6087122100,10.725756988032,0.035257981,7.85958451,7.225512346,367.491995573324,0.016171511,28.44994952,971.46,0.0,10.0,0.01,2,0.0,2.87150467186975,24.91,7.08,4.56,5.5,21.0,8.4,19.3,14.8,77.7,0.7,0.7,2.7,3.4,22.299999999999997
6067007104,10.7212528629197,0.047908481,8.69794377,10.28,80.0144489989805,0.0,169.6954986,314.45,0.0,0.0,0.0,0,0.0,2.0370920375604,52.62,5.53,10.18,3.59999999999999,24.9,11.1,13.1,18.5,36.4,13.3,0.4,25.5,6.0,63.7
6073016809,10.691193112208,0.047908481,11.21,7.040947462,345.947944486184,0.0,96.1770885,1028.38,0.0,0.0,0.0,1,0.0,3.36710533070578,54.39,3.28,7.12,11.6,19.3,7.7,9.5,19.5,71.8,1.8,0.9,2.8,3.1,28.1
6089012601,10.6880893628987,0.044311971,5.08080099,0.366179106,518.820352716973,0.304759106,3.815184788,104.92,0.0,3.0,0.0,8,7.0,3.08453683938114,21.71,5.29,6.53,9.7,33.4,10.0,11.8,5.8,85.9,0.9,3.3,0.7,3.4,14.1
6087122201,10.6755781535376,0.035257981,7.44040487,3.436574297,449.446160457963,150.6132386,29.4869176,603.7,0.0,0.0,0.0,2,3.0,3.32712166225528,24.91,5.13,4.56,4.59999999999999,21.8,7.6,21.0,12.7,81.4,0.4,0.4,2.4,2.7,18.6
6073017043,10.6722465326432,0.044311971,9.53630303,16.72,228.067595137786,0.0,58.79881795,2778.76,2.5,0.0,0.075,6,0.0,4.20247687604702,15.33,6.35,4.81,3.59999999999999,9.7,2.7,10.1,9.7,48.0,3.2,0.2,33.4,5.5,52.0
6001430101,10.6721338292179,0.035257981,8.27876414,11.20830665,88.641429599567,0.000441357,353.6842643,1503.18,0.0,19.5,0.0,1,2.0,3.53469026477505,23.11,4.23,7.92,4.2,14.7,8.8,9.4,8.0,36.6,4.1,0.1,47.0,4.3,63.5
6075035201,10.6662847291187,0.029592333,7.85958451,36.83843184,171.200840732988,0.0,185.0996138,411.9,5.0,0.0,0.0,0,0.0,2.54680025718942,19.41,6.25,4.53,11.2,22.5,6.7,23.6,5.5,32.8,2.6,0.2,54.7,4.2,67.2
6037430600,10.6628596911835,0.051242641,9.95548266,13.16,943.781093558968,0.0,3511.677419,2029.44,0.6,2.0,0.15,0,4.0,6.06275999839863,15.11,2.98,5.12,6.2,13.6,3.7,10.3,9.9,38.7,0.9,0.1,47.9,2.4,61.199999999999996
6075013500,10.6606060927228,0.029592333,8.69794377,67.68,171.200840732988,0.0,226.8496885,672.03,1.2,7.5,0.17,10,0.0,4.43351970988618,45.91,4.14,4.67,4.3,10.9,3.8,9.2,6.4,73.7,2.5,0.1,14.1,3.2,26.3
6037574100,10.6602343002539,0.042298794,11.21,18.18927651,220.006674130615,0.641561409,6407.553862,446.27,9.4,9.3,0.095,9,0.0,5.54670679764679,25.77,2.92,6.8,5.59999999999999,12.5,7.9,10.5,18.2,68.3,1.9,0.2,7.3,4.1,31.699999999999996
6065043267,10.6519706422836,0.057293727,5.76368635,7.81030677,887.917846842577,2.439021986,110.8230088,317.16,7.2,0.0,0.0,4,0.0,4.23903286209691,24.54,2.27,9.25,4.5,12.8,8.1,12.5,15.2,72.3,2.5,0.4,6.4,3.2,27.7
6037920119,10.6484843729761,0.059636183,9.1171234,7.849514252,557.621305255881,0.0,226.4360833,310.91,0.0,0.75,0.05,0,0.0,3.17631730506687,16.52,8.9,6.51,6.3,9.4,9.2,3.2,21.7,54.2,4.7,0.2,15.0,4.3,45.89999999999999
6079012502,10.6348276257936,0.042298794,8.24397427,4.236619486,217.020368747667,2.289844821,0.836703149,439.8,0.0,0.0,0.0,4,5.0,2.8140565655459,39.64,4.53,6.37,8.0,32.7,9.6,15.6,18.6,74.8,1.0,0.7,1.7,3.2,25.2
6037271500,10.6175947993076,0.046178296,12.05,29.39,588.448077222697,0.0,1565.894452,1276.77,0.4,1.5,0.0,0,0.6,5.27667081828678,29.63,2.44,5.85,5.3,14.9,5.3,11.4,11.2,67.1,1.8,0.2,15.4,4.3,32.9
6075026002,10.6089730853206,0.029592333,8.69794377,48.53,171.200840732988,0.0,191.675666,397.2,0.0,2.0,0.0,0,0.0,2.48985616759736,39.46,4.73,5.16,19.6,26.3,6.1,19.7,33.5,26.2,3.8,0.2,34.0,2.3,73.8
6001451703,10.600812216531,0.04012721,8.69794377,20.03494552,418.272282001688,8.113647823,147.9382682,397.3,0.7,0.0,0.0,2,0.0,3.49253966954699,30.79,4.25,9.0,5.09999999999999,7.6,7.7,8.2,14.1,69.4,1.7,0.2,10.9,3.7,30.599999999999998
6073017813,10.5811478314177,0.042298794,9.95548266,12.08206667,307.666290817134,3907.685934,81.88459825,2020.35,8.0,22.5,2.2,4,1.0,6.63702607207063,18.54,3.03,5.6,1.90000000000001,17.5,4.8,16.8,7.9,82.9,0.6,0.3,5.6,2.7,17.1
6061022800,10.5548584547305,0.053108966,7.85958451,15.11,83.689441070375,0.0,31.97830981,1274.51,0.5,1.5,0.0,0,0.0,2.93049886222393,47.56,4.75,8.98,2.2,12.2,5.1,12.3,13.5,64.3,1.4,0.3,16.6,3.9,35.7
6065044929,10.5471413562542,0.064888548,7.02122524,9.521833796,558.520024791251,0.0,0.075622341,459.2,0.0,0.0,0.0,0,0.0,2.62996229361667,30.8,8.4,5.71,2.7,30.3,7.1,19.8,16.2,75.8,1.6,0.3,4.7,1.4,24.2
6017030810,10.5462231199346,0.055122143,8.69794377,2.261003033,145.87170505089,0.033533918,13.8826632,390.16,4.5,3.0,0.0,0,1.0,2.76935286966212,29.36,3.21,7.22,12.7,38.7,16.5,12.1,15.2,77.8,0.6,0.9,2.2,3.3,22.2
6071000816,10.5454604099746,0.062162956,12.89,16.62033941,332.971787033042,0.000695215,2943.226505,1184.86,4.0,0.0,0.01,0,0.0,5.31493206123969,31.39,2.14,7.66,4.0,9.6,3.4,8.7,25.0,62.3,4.2,0.2,6.0,2.3,37.699999999999996
